school_slug,school_name,street_name,description,source_pdf
scoala_25,Școala Gimnazială nr. 25,Strada Pincio Ioan Paun,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Ion Sion,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Islazului,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Aleea Lichenilor,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Lotrioara,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Ludoș,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Muntilor,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Nicolae Grigorescu,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Orlat,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Pădurea Dumbrava,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Peneș Curcanul,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Pictor Ștefan Luchian,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Prejbei,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Preot Bacca,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Presaca,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Rășinari,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Rozdești,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Săcel,de la intersectia custr.Talmacel spre str.PreotBacca,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Piața Sadu,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Aleea Sibiel,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Piața Tălmaciu,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Pasajul Tălmaciu,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Theodor Aman,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Tilișca,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Timotei Cipariu,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Tisei,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Valea Aurie,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Varful Plaiului,,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Căprioarelor,Paltinis,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Cindrel,Paltinis,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Constantin Noica,Paltinis,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Drumul Hotilor,Paltinis,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Molidului,Paltinis,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Oncești,Paltinis,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_25,Școala Gimnazială nr. 25,Strada Varful Batrana,Paltinis,11_Sc.Gimn.Nr.25_Circumscriptia11.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Alexandru Vlahuță,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Argeșului,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Aron Pumnul,delaCaleaDumbraviipanalaP-taPrahovei,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Aurel Vlaicu,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Avrig,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Bahluiului,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Aleea Călăreților,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Costache Negri,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Piața Crișan,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Dimitrie Anghel,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Dinicu Golescu,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Calea Dumbrăvii,"delastr.Privighetoriipanalastr.MateiMillointegral,panalastr.D-",12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada General Moșoiu,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada George Bacovia,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Gheorghe Dima,delaCaleaDumbraviipanalaP-taPrahovei,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Gheorghe Șoima,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Grigore Alexandrescu,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Grigore Ureche,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Ion Catina,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Mihail Sebastian,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Miron Costin,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada N.D. Cocea,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Nicolae Filimon,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Octavian Goga,de la str.Dimitrie Anghel pana laAleea Calaretilor,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Intrarea Siretului,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Strada Vasile Alecsandri,,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_caragiale,"Școala Gimnazială ""Ion Luca Caragiale""",Bulevardul Victoriei,dela str.Avrig pana la str.Ghe.Soima,12_Sc.Gimn.I.L.Caragiale_Circumscriptia12.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Strada Anghel Saligny,,13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Strada Anton Pann,delaCaleaCisnadieipanalaP-taPrahovei,13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Strada Arieșului,,13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Intrarea Arieșului,,13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Calea Cisnădiei,"de la intersectia cu B-dul Mihai Viteazul pana la str.Plugarilor,integral,",13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Strada Doctor Barcianu,,13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Calea Dumbrăvii,dinsprescoala,13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Aleea Frații Buzești,,13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Strada Gheorghe Dima,delaCaleaCisnadieipanalaP-taPrahovei,13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Strada Lămâiței,,13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Strada Marius Sturza,,13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Strada Matei Millo,delaCaleaCisnadieipanalastr.Dr.Barcianu,13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Strada Nicolae Iorga,"de la str.A.Pann pana la str. Ostiri integral,pana la colt cu B-dul",13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_nicolae_iorga,"Școala Gimnazială ""Nicolae Iorga""",Strada Siretului,dinNalea Cisnadiei pana la Intrarea Ariesului (ambele parti ale strazi),13_Sc.Gimn.N.Iorga_Circumscriptia13.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Avocat Ilie Măcelaru,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Berăriei,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Cetății,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Constantin Noica,delastr.RevolutieipanalaB-dul V.Milea,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Bulevardul Corneliu Coposu,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Dobrun,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Doctor Stefan Stanca,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Emil Cioran,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada General Vasile Milea,delastr.RevolutieipanalaP-taUniri,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Justiției,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Lomonosov,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Mărășești,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Mărăști,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Aleea Mihai Eminescu,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Nicolaus Olahus,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Octavian Goga,delaintersectiacustr.D-trieAnghel panalastr.NicolausOlahus,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Oituz,"delaB-dulV.Mileapanalastr.Hipodromului integral,panalaP-",14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Radu Stanca,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Rennes,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Revoluției,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Școala de Înot,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Someșului,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Piața Unirii,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Bulevardul Victoriei,delaintersectiacustr.GheSoimapanalastr.Andrei Saguna,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regina_maria,"Școala Gimnazială ""Regina Maria""",Strada Zaharia Boiu,,14_Sc.Gimn.ReginaMaria_Circumscriptia14.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Cantonului,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Caprelor,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Ceferiștilor,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Dragoș Vodă,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Iezer,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Măgura,delaintersectiacustr.Surupanalaviaduct,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada George Mihail Zamfirescu,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Muncel,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Negoveanu,de la str.Semaforului pana la str. Sureanu,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Păcii,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Pantei,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Semaforului,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Ștefan cel Mare,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Steflești,de la intersectia cu str.Negoveanu pana la str. Sureanu,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Șureanu,,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Triajului,partea dinspre scoala,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_regele_ferdinand,"Școala Gimnazială ""Regele Ferdinand""",Strada Vasile Aaron,delastr.GiuseppeGaribaldipanalastr.Stefancel Mareintegral,15_Sc.Gimn.RegeleFerdinand_Circumscriptia15.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Electricienilor,,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada General Vasile Milea,"de la intersectie spre str. Moldoveanu spre iesirea din oras, partea dinspre scoala",16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Ioan Budai Deleanu,,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Liliacului,,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Moldoveanu,"delaB-dulV.Mileapanalaint.custr.Samuel MicuKlein,parteadinsprescoala",16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Negoveanu,delaB-dul V.Mileapanala str.Sureanu,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Oașa,,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Oncești,,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Paltinul,,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Profesor Petru Șpan,,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Semaforului,delaB-dulV.Mileapanalastr.Sureanu,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Șoimului,,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Steflești,,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Aleea Valea Frumoasei,,16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
scoala_radu_selejan,"Școala Gimnazială ""Radu Selejan""",Strada Vasile Aaron,"delaB-dul V.Milea pana taint.cu str.G.Garibaldi, integral",16_Sc.Gimn.RaduSelejan_Circumscriptia16.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Șoseaua Alba Iulia,"delastr.Bastionuluipanalastr.O.Ghibuintegral,panalastr.Malului,",17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Alexandru Donici,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Alexandru Odobescu,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Alexandru Xenopol,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Arhivelor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Piața Armelor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Băii,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Banatului,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Bastionului,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Centumvirilor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Cojocarilor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Crișanei,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Croitorilor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Dârstelor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Dealului,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Dogarilor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Ion Ratiu,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Aleea Filozofilor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Piața Friedrichschiller,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada George Coșbuc,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Gheorghe Barițiu,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Ioan Lupaș,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Konradhass,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Măsarilor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Mitropoliei,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Nicolae Bălcescu,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Pânzarilor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Alexandru Papiu-Ilarian,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Pasajul Petofisandor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Poet Vasile Cârlova,Adelastr.Transilvanieipanalaint.cuSos.Albalulia,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Poștei,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Samuel Brukenthal,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Targupestelui,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Telefoanelor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Timotei Popovici,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Tipografilor,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Transilvaniei,"delaB-dulVictorieipanalastr.V.Carlova,parteadinsprescoala",17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Tribunei,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_octavian_goga,"Colegiul Național ""Octavian Goga""",Strada Tudor Arghezi,,17_Col.Nat.O.GogaSibiu_Circumscriptia17.pdf
liceu_andrei_saguna,"Colegiul Național Pedagogic ""Andrei Șaguna""",Aleea Biruinței,,18_Col.Nat.PedagogicA.Saguna_Circumscriptia18.pdf
liceu_andrei_saguna,"Colegiul Național Pedagogic ""Andrei Șaguna""",Aleea Buia,,18_Col.Nat.PedagogicA.Saguna_Circumscriptia18.pdf
liceu_andrei_saguna,"Colegiul Național Pedagogic ""Andrei Șaguna""",Strada Dorului,,18_Col.Nat.PedagogicA.Saguna_Circumscriptia18.pdf
liceu_andrei_saguna,"Colegiul Național Pedagogic ""Andrei Șaguna""",Strada Gorăslău,,18_Col.Nat.PedagogicA.Saguna_Circumscriptia18.pdf
